id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentimen
1298260934264119304,1298260934264119304,1598364501000,2020-08-25,21:08:21,SE Asia Standard Time,1712928715,benderarestu,Tanjung Puting,Jekerte Frat Boys,"Cita Cita Sekarang :
Pengen punya rumah yang di repost arsindie – di Jekerte Frat Boys",[],[],[],0,0,0,[],[],https://twitter.com/benderarestu/status/1298260934264119304,False,,0,,"-6.220518618043116,106.87165049501812,1.2km",,,,,"[{'user_id': '1712928715', 'username': 'benderarestu'}]",,,,,1
1298963334314602496,1298963334314602496,1598531967000,2020-08-27,19:39:27,SE Asia Standard Time,1096798834842263552,silentbeardy,봄,,Pengen punya rumah seperti ini...  pic.twitter.com/ZqvHxDkiBg,[],[],['https://pbs.twimg.com/media/EgbYRF-U4AEwctY.jpg'],4,1,10,[],[],https://twitter.com/Silentbeardy/status/1298963334314602496,False,,0,,"-6.219522220567796,106.86629244027068,1.2km",,,,,"[{'user_id': '1096798834842263552', 'username': 'Silentbeardy'}]",,,,,1
1298260934264119304,1298260934264119304,1598364501000,2020-08-25,21:08:21,SE Asia Standard Time,1712928715,benderarestu,Tanjung Puting,Jekerte Frat Boys,"Cita Cita Sekarang :
Pengen punya rumah yang di repost arsindie – di Jekerte Frat Boys",[],[],[],0,0,0,[],[],https://twitter.com/benderarestu/status/1298260934264119304,False,,0,,"-6.219522220567796,106.86629244027068,1.2km",,,,,"[{'user_id': '1712928715', 'username': 'benderarestu'}]",,,,,1
1298963334314602496,1298963334314602496,1598531967000,2020-08-27,19:39:27,SE Asia Standard Time,1096798834842263552,silentbeardy,봄,,Pengen punya rumah seperti ini...  pic.twitter.com/ZqvHxDkiBg,[],[],['https://pbs.twimg.com/media/EgbYRF-U4AEwctY.jpg'],4,1,10,[],[],https://twitter.com/Silentbeardy/status/1298963334314602496,False,,0,,"-6.235723979517843,106.86845377400022,1.2km",,,,,"[{'user_id': '1096798834842263552', 'username': 'Silentbeardy'}]",,,,,1
1298260934264119304,1298260934264119304,1598364501000,2020-08-25,21:08:21,SE Asia Standard Time,1712928715,benderarestu,Tanjung Puting,Jekerte Frat Boys,"Cita Cita Sekarang :
Pengen punya rumah yang di repost arsindie – di Jekerte Frat Boys",[],[],[],0,0,0,[],[],https://twitter.com/benderarestu/status/1298260934264119304,False,,0,,"-6.208680269611534,106.88005129777787,1.2km",,,,,"[{'user_id': '1712928715', 'username': 'benderarestu'}]",,,,,1
1298260934264119304,1298260934264119304,1598364501000,2020-08-25,21:08:21,SE Asia Standard Time,1712928715,benderarestu,Tanjung Puting,Jekerte Frat Boys,"Cita Cita Sekarang :
Pengen punya rumah yang di repost arsindie – di Jekerte Frat Boys",[],[],[],0,0,0,[],[],https://twitter.com/benderarestu/status/1298260934264119304,False,,0,,"-6.207640399095681,106.89119494781681,1.2km",,,,,"[{'user_id': '1712928715', 'username': 'benderarestu'}]",,,,,1
1298260934264119304,1298260934264119304,1598364501000,2020-08-25,21:08:21,SE Asia Standard Time,1712928715,benderarestu,Tanjung Puting,Jekerte Frat Boys,"Cita Cita Sekarang :
Pengen punya rumah yang di repost arsindie – di Jekerte Frat Boys",[],[],[],0,0,0,[],[],https://twitter.com/benderarestu/status/1298260934264119304,False,,0,,"-6.21194721581503,106.86867816037608,1.2km",,,,,"[{'user_id': '1712928715', 'username': 'benderarestu'}]",,,,,1
1299362780160507904,1299362780160507904,1598627202000,2020-08-28,22:06:42,SE Asia Standard Time,81312945,nadiafar,Nadia 야웅이,,Pengen punya rumah plis,[],[],[],0,0,0,[],[],https://twitter.com/nadiafar/status/1299362780160507904,False,,0,,"-6.25624904712646,106.75887396968182,1.2km",,,,,"[{'user_id': '81312945', 'username': 'nadiafar'}]",,,,,1
1300827494698766337,1300826348164792320,1598976417000,2020-09-01,23:06:57,SE Asia Standard Time,72382916,iq_damn,Iqdam Nadirman,,aku ga punya rumah,[],[],[],1,0,0,[],[],https://twitter.com/Iq_damn/status/1300827494698766337,False,,0,,"-6.327526026452063,106.82108909450011,1.2km",,,,,"[{'user_id': '72382916', 'username': 'Iq_damn'}]",,,,,-1
1300827494698766337,1300826348164792320,1598976417000,2020-09-01,23:06:57,SE Asia Standard Time,72382916,iq_damn,Iqdam Nadirman,,aku ga punya rumah,[],[],[],1,0,0,[],[],https://twitter.com/Iq_damn/status/1300827494698766337,False,,0,,"-6.325656435467977,106.83685851452464,1.2km",,,,,"[{'user_id': '72382916', 'username': 'Iq_damn'}]",,,,,-1
1299362780160507904,1299362780160507904,1598627202000,2020-08-28,22:06:42,SE Asia Standard Time,81312945,nadiafar,Nadia 야웅이,,udah punya rumah,[],[],[],0,0,0,[],[],https://twitter.com/nadiafar/status/1299362780160507904,False,,0,,"-6.25624904712646,106.75887396968182,1.2km",,,,,"[{'user_id': '81312945', 'username': 'nadiafar'}]",,,,,0
1300827494698766337,1300826348164792320,1598976417000,2020-09-01,23:06:57,SE Asia Standard Time,72382916,iq_damn,Iqdam Nadirman,,Pengen punya rumah.,[],[],[],1,0,0,[],[],https://twitter.com/Iq_damn/status/1300827494698766337,False,,0,,"-6.33664275980351,106.84464269475001,1.2km",,,,,"[{'user_id': '72382916', 'username': 'Iq_damn'}]",,,,,1
1300827494698766337,1300826348164792320,1598976417000,2020-09-01,23:06:57,SE Asia Standard Time,72382916,iq_damn,Iqdam Nadirman,,udah punya rumah,[],[],[],1,0,0,[],[],https://twitter.com/Iq_damn/status/1300827494698766337,False,,0,,"-6.324624962589041,106.84685683979944,1.2km",,,,,"[{'user_id': '72382916', 'username': 'Iq_damn'}]",,,,,0
1300692801080811521,1300687972216393729,1598944304000,2020-09-01,14:11:44,SE Asia Standard Time,254011369,therealbondan,bondan,,Ga pengen punya rumah,[],[],[],0,0,1,[],[],https://twitter.com/theRealBondan/status/1300692801080811521,False,,0,,"-6.265753026841139,106.89319170808432,1.2km",,,,,"[{'user_id': '254011369', 'username': 'theRealBondan'}]",,,,,-1
